rap_theme	description	previous_lines
Passover the Rhymes!	"Passover is one of the most widely celebrated Jewish holidays and commemorates the biblical story of Exodus, when Hebrew slaves were released from bondage in Egypt. Called ""pesach"" (pay-sak) in Hebrew, Passover is a celebration of freedom."	N/A
